iter	Logloss
838	0.004319708279
839	0.004304085715
840	0.004304046728
841	0.004304046912
842	0.004281459022
843	0.004271663227
844	0.004271670109
845	0.004263279695
846	0.004253124636
847	0.004245105381
848	0.004237122895
849	0.004224585042
850	0.004215486635
851	0.004215451944
852	0.004215414283
853	0.004215462571
854	0.004204095357
855	0.004191543034
856	0.004191544285
857	0.004191540195
858	0.004191495714
859	0.004183721262
860	0.004168456456
861	0.004155528548
862	0.004140458525
863	0.004127627318
864	0.004107061866
865	0.004095151509
866	0.00408270508
867	0.004070945309
868	0.004060114228
869	0.00405154808
870	0.004040000299
871	0.004026773056
872	0.004019424247
873	0.004007567332
874	0.003993729534
875	0.003987591078
876	0.003975485282
877	0.003966431059
878	0.003958521972
879	0.003948808946
880	0.003941379497
881	0.003935737457
882	0.003926667957
883	0.003919139886
884	0.003908061221
885	0.003889850789
886	0.003880920053
887	0.003867024115
888	0.003856186729
889	0.003845446059
890	0.003829195375
891	0.003817499435
892	0.003806182444
893	0.003806104727
894	0.003806128006
895	0.003797700737
896	0.003781684094
897	0.003771411329
898	0.003763166509
899	0.003756090118
900	0.003745535285
901	0.003739994336
902	0.003733416525
903	0.003726065337
904	0.003717939701
905	0.003711123973
906	0.003703501941
907	0.00369088684
908	0.003682695506
909	0.003682695506
910	0.003675280027
911	0.003666159241
912	0.003666176552
913	0.003666137478
914	0.003656672472
915	0.003648714594
916	0.003633579511
917	0.003621589999
918	0.003613657884
919	0.00359689941
920	0.003589053508
921	0.003589027062
922	0.003582700295
923	0.003576067467
924	0.003569126847
925	0.003562319181
926	0.003554160155
927	0.003554159158
928	0.003550934422
929	0.003550911571
930	0.003541175303
931	0.003527114254
932	0.003517609749
933	0.003511200423
934	0.003510751939
935	0.003508695791
936	0.003502306806
937	0.003502306861
938	0.003492872625
939	0.003483892403
940	0.003469054145
941	0.0034591118
942	0.003449915981
943	0.003442941292
944	0.003436019338
945	0.003424597372
946	0.003424597372
947	0.003416225088
948	0.003409754757
949	0.003394121193
950	0.0033880337
951	0.0033813822
952	0.003381392126
953	0.003381392126
954	0.003381392126
955	0.003381392126
956	0.003374822065
957	0.003374779288
958	0.003368893391
959	0.003368886767
960	0.003368896491
961	0.003368868884
962	0.003361750527
963	0.003361727993
964	0.003355921714
965	0.003353122522
966	0.003353122522
967	0.003347867346
968	0.003347834754
969	0.003347834754
970	0.003347834754
971	0.003347834754
972	0.003343008666
973	0.00334301286
974	0.00334301286
975	0.003342948471
976	0.003342946022
977	0.00334295976
978	0.003342949797
979	0.003342953167
980	0.003342945138
981	0.003342932504
982	0.003342946832
983	0.003342941351
984	0.003342921277
985	0.003342893796
986	0.00334288397
987	0.003342847972
988	0.003342812772
989	0.003342808875
990	0.003342789283
991	0.003342784427
992	0.003338663054
993	0.003326099961
994	0.003319027268
995	0.003319003014
996	0.003319003014
997	0.003319003014
998	0.003319003014
999	0.003319010412
