iter	Logloss
0	0.6441422879
1	0.6032810592
2	0.5641788788
3	0.5293606851
4	0.4998566777
5	0.4732301836
6	0.4502090718
7	0.4241331361
8	0.4054312155
9	0.3864442173
10	0.3718075464
11	0.356328403
12	0.3384281888
13	0.324438308
14	0.3111890087
15	0.2994667833
16	0.2863150907
17	0.2749809286
18	0.2609040307
19	0.2490854744
20	0.2391567843
21	0.2296031452
22	0.2211246974
23	0.2139241223
24	0.2088033173
25	0.2030223396
26	0.1990095657
27	0.1945795981
28	0.1913868268
29	0.1865416966
30	0.1835241624
31	0.1793065303
32	0.1771670266
33	0.1737823058
34	0.1698151694
35	0.167101331
36	0.1636549866
37	0.1620748846
38	0.1589143403
39	0.1557858193
40	0.1541195255
41	0.1519552495
42	0.1498915017
43	0.1476217283
44	0.1463131809
45	0.1447238052
46	0.1429396301
47	0.1405997173
48	0.1392244102
49	0.1378878448
50	0.135958099
51	0.1337320457
52	0.1320123761
53	0.1304839075
54	0.1283812007
55	0.126630387
56	0.125612818
57	0.1238152506
58	0.1223533578
59	0.1202666759
60	0.1192627193
61	0.1178632883
62	0.1163586803
63	0.1149134302
64	0.113713882
65	0.1122043278
66	0.1107526499
67	0.1099219525
68	0.1091745831
69	0.1082610379
70	0.1068246692
71	0.1058321509
72	0.104888261
73	0.1045451148
74	0.1031475824
75	0.1025288878
76	0.1008028815
77	0.1000709611
78	0.09915547487
79	0.09836565793
80	0.09747365026
81	0.0968852305
82	0.09632028221
83	0.09520572043
84	0.09469351897
85	0.0935521016
86	0.0928047582
87	0.09199657466
88	0.09106602156
89	0.09082724419
90	0.09013577104
91	0.08924231256
92	0.0886171193
93	0.08800726609
94	0.08729901257
95	0.08654746059
96	0.08545189542
97	0.08466687392
98	0.08418802153
99	0.08384075
100	0.08296093122
101	0.08245748574
102	0.08204948005
103	0.08119054365
104	0.08047269869
105	0.07970250049
106	0.07918100237
107	0.07883297938
108	0.07826672842
109	0.07760838437
110	0.07701670434
111	0.07643367206
112	0.07601757072
113	0.07553046876
114	0.0751708406
115	0.07433245415
116	0.07386165
117	0.07245805641
118	0.07208178495
119	0.07170001813
120	0.07130208673
121	0.07064843384
122	0.07020657406
123	0.06966725724
124	0.06918045727
125	0.06873903608
126	0.06818684034
127	0.06785077818
128	0.06755439676
129	0.06710504693
130	0.06624581357
131	0.06576492268
132	0.06550344439
133	0.06481160441
134	0.06436958999
135	0.06381918787
136	0.06359292001
137	0.06314826395
138	0.06255827687
139	0.06225335944
140	0.06191806054
141	0.0615858314
142	0.06099076342
143	0.06080763981
144	0.06041716572
145	0.05992613528
146	0.05959267772
147	0.05925475042
148	0.05894672797
149	0.05866983739
150	0.05825196781
151	0.05763013932
152	0.05736418856
153	0.05711334585
154	0.05689343958
155	0.05618197099
156	0.05592036709
157	0.05554061648
158	0.05536710878
159	0.0547868269
160	0.05449932676
161	0.05413264278
162	0.05365981549
163	0.05331533612
164	0.05277523606
165	0.05251812832
166	0.05207172178
167	0.0517473719
168	0.05136960476
169	0.05109227094
170	0.05066819033
171	0.05037185108
172	0.05004083
173	0.04961795351
174	0.04902388626
175	0.04875818365
176	0.04833773779
177	0.04798767147
178	0.04749991232
179	0.04718110997
180	0.04694154103
181	0.04675908992
182	0.04652946532
183	0.0462495735
184	0.04602135024
185	0.04582482753
186	0.04549955967
187	0.04523338429
188	0.04505915799
189	0.04483741077
190	0.04435507659
191	0.04416648557
192	0.0440134725
193	0.04375802305
194	0.04347526496
195	0.04312428768
196	0.04288413865
197	0.04265691612
198	0.04240953138
199	0.04219504344
200	0.04185552591
201	0.04144512878
202	0.04116703488
203	0.04087777158
204	0.04068172516
205	0.0404931621
206	0.03998028976
207	0.03958174161
208	0.0393943258
209	0.0391275269
210	0.0388877041
211	0.03872277579
212	0.03853797283
213	0.03833315596
214	0.03817989328
215	0.03806761353
216	0.03792438951
217	0.03766903912
218	0.03735750596
219	0.03715050004
220	0.03700524751
221	0.03672844468
222	0.03657441428
223	0.03640779492
224	0.03617358019
225	0.03593386808
226	0.03569054659
227	0.03545036633
228	0.03516929887
229	0.03502985945
230	0.03487324669
231	0.03459749373
232	0.03444360185
233	0.03432499464
234	0.03424018306
235	0.03390290672
236	0.0337455065
237	0.03362860514
238	0.03349072107
239	0.03338889235
240	0.03320427356
241	0.03301880278
242	0.03279371251
243	0.03261581079
244	0.03236515336
245	0.03220630689
246	0.03206687737
247	0.03198990596
248	0.03182859532
249	0.0316754534
250	0.03151086186
251	0.03141171566
252	0.03110003576
253	0.03101785689
254	0.03094130922
255	0.03083040142
256	0.03073464388
257	0.03053640735
258	0.03035063114
259	0.03023958771
260	0.03013382398
261	0.03003717252
262	0.02989757839
263	0.02960498516
264	0.02945914872
265	0.02931449802
266	0.02913158654
267	0.02896340351
268	0.02881290688
269	0.02864795085
270	0.02823012774
271	0.0280800094
272	0.02793550687
273	0.02780969213
274	0.02770064617
275	0.02753562501
276	0.02740892881
277	0.02730963126
278	0.02718847035
279	0.02712030251
280	0.0269863208
281	0.02685631223
282	0.02665678139
283	0.02660322708
284	0.02647742777
285	0.02644326259
286	0.02632055649
287	0.02628224626
288	0.02615790654
289	0.02603485825
290	0.02595862806
291	0.02587256642
292	0.02574968944
293	0.02569762627
294	0.02562779945
295	0.02551911719
296	0.02533823338
297	0.02500476047
298	0.02494146378
299	0.02476702751
300	0.02470322844
301	0.02452840968
302	0.02443567885
303	0.02435689754
304	0.02429188445
305	0.02416831632
306	0.02409978929
307	0.02389796523
308	0.02358623723
309	0.02341097828
310	0.02328440337
311	0.02320188115
312	0.02310039029
313	0.02297608516
314	0.02284190744
315	0.02264268101
316	0.02254834197
317	0.02243675634
318	0.02232740943
319	0.02223497859
320	0.02217257214
321	0.02205917992
322	0.02194142164
323	0.02185557326
324	0.02176258543
325	0.02159210506
326	0.02143854175
327	0.02136335068
328	0.02131366231
329	0.02124767122
330	0.02113423668
331	0.02102193244
332	0.02092198596
333	0.02079776081
334	0.0206637839
335	0.02053242966
336	0.02044887674
337	0.02040849141
338	0.02032559184
339	0.0202404288
340	0.02018393826
341	0.02009868183
342	0.02005356121
343	0.01983746094
344	0.01966025145
345	0.0195358077
346	0.01943094081
347	0.01935711363
348	0.01921078204
349	0.01910460995
350	0.01903526346
351	0.01892656613
352	0.01887125627
353	0.01880833991
354	0.01876394869
355	0.01870375472
356	0.01862205084
357	0.01850085543
358	0.0184239194
359	0.01834544485
360	0.01823648843
361	0.01812405147
362	0.01796297152
363	0.01785854853
364	0.01779735121
365	0.01772871542
366	0.01764301356
367	0.01758689469
368	0.01751841239
369	0.01742752724
370	0.01732392978
371	0.0172303509
372	0.01714069696
373	0.01710761891
374	0.01703205559
375	0.01695755073
376	0.01684266552
377	0.01668695691
378	0.01664018408
379	0.0165559555
380	0.01647376525
381	0.0163879166
382	0.01630930075
383	0.01626572929
384	0.0161950185
385	0.01610945972
386	0.01605266139
387	0.01598549858
388	0.01595766627
389	0.01593067381
390	0.01588608985
391	0.01573149401
392	0.01561971987
393	0.01556449421
394	0.01554256855
395	0.01546128798
396	0.01542464935
397	0.0153594385
398	0.0152852517
399	0.01522283186
400	0.01515347338
401	0.01512941812
402	0.015069742
403	0.01501064799
404	0.01498659687
405	0.01492325066
406	0.01489408862
407	0.01485483532
408	0.01481120969
409	0.0146928613
410	0.01466430515
411	0.01460508709
412	0.01453623589
413	0.01446367316
414	0.01438244801
415	0.01434275155
416	0.01431332626
417	0.01427685169
418	0.01420455981
419	0.01412726813
420	0.0140840304
421	0.01398498965
422	0.0138831298
423	0.01383389525
424	0.01371369478
425	0.01360100338
426	0.01357521042
427	0.01352151905
428	0.01349721447
429	0.01344477606
430	0.01336053529
431	0.01329227984
432	0.01324755114
433	0.01319322176
434	0.01313415756
435	0.01307189794
436	0.01298570216
437	0.01292333818
438	0.01287949788
439	0.01284075409
440	0.01275125726
441	0.01266927039
442	0.01260784878
443	0.01256334789
444	0.01251611829
445	0.01244934614
446	0.01239103533
447	0.01233119619
448	0.01228064308
449	0.01218937763
450	0.01211536131
451	0.01204510548
452	0.01199650632
453	0.01195728074
454	0.01189043682
455	0.01182175893
456	0.01178057173
457	0.01174380075
458	0.01170602176
459	0.0116565959
460	0.01157443184
461	0.01155198744
462	0.01151750699
463	0.01145854323
464	0.01140771807
465	0.01136979406
466	0.01133772592
467	0.01130296465
468	0.01123675452
469	0.01120254001
470	0.01113703978
471	0.01108863033
472	0.01099921804
473	0.0109573907
474	0.01091428427
475	0.01089175116
476	0.01085425056
477	0.01078626776
478	0.01072683442
479	0.01068271201
480	0.01066344358
481	0.01060808528
482	0.0105709804
483	0.01053115368
484	0.01045887925
485	0.01042385564
486	0.01036169735
487	0.01030989316
488	0.01027599001
489	0.01024273687
490	0.01020430768
491	0.01015465219
492	0.01012680038
493	0.009991074007
494	0.009973031416
495	0.009955522344
496	0.009936667873
497	0.00987848331
498	0.009845276069
499	0.009829722935
500	0.009789334635
501	0.009772556912
502	0.009735579468
503	0.009720201111
504	0.009677959786
505	0.009620651787
506	0.009567391821
507	0.009531720363
508	0.009498355366
509	0.009469393859
510	0.009431924403
511	0.009384996185
512	0.009305748887
513	0.009273053695
514	0.009238295133
515	0.009212373037
516	0.009152544594
517	0.009126601449
518	0.009111344319
519	0.009045342162
520	0.009017469958
521	0.008989821375
522	0.008971479106
523	0.008944340006
524	0.008912020535
525	0.008851452621
526	0.008839428772
527	0.008812167463
528	0.008767852454
529	0.008716503841
530	0.008691789654
531	0.008682260502
532	0.008651056228
533	0.008609241061
534	0.008595295409
535	0.008575920785
536	0.0085629208
537	0.008539728263
538	0.00849072429
539	0.008461949389
540	0.008444690822
541	0.008417593103
542	0.008376574343
543	0.008349087859
544	0.008339684573
545	0.008317311123
546	0.008307006554
547	0.008279207722
548	0.008265382316
549	0.008252231276
550	0.008236967994
551	0.008183808222
552	0.008163087468
553	0.008154680015
554	0.008137612588
555	0.008115968879
556	0.008096634949
557	0.008080734547
558	0.008051291607
559	0.008025190674
560	0.007998807868
561	0.007987160619
562	0.007957795607
563	0.007919268284
564	0.007907651647
565	0.007886249661
566	0.007822824342
567	0.00780862801
568	0.007786528281
569	0.007777189239
570	0.007729386518
571	0.007706003618
572	0.007694200114
573	0.007651772621
574	0.007641039302
575	0.007621792497
576	0.007591808169
577	0.007559475149
578	0.007536007493
579	0.007492297547
580	0.007482133323
581	0.00744766818
582	0.007424510531
583	0.007390625357
584	0.007382225921
585	0.007359533219
586	0.007317191168
587	0.007285055335
588	0.007250493116
589	0.00719730872
590	0.007187535452
591	0.007164439964
592	0.007126996084
593	0.007097182375
594	0.007057994058
595	0.007040740561
596	0.007017820288
597	0.006998255297
598	0.006984287141
599	0.006963802476
600	0.006947525608
601	0.006910968215
602	0.006883162531
603	0.006848887682
604	0.006826228124
605	0.00681564169
606	0.006783553877
607	0.006763722351
608	0.006758694425
609	0.006741576488
610	0.006707858742
611	0.006683004006
612	0.006676382041
613	0.006656278627
614	0.006636371036
615	0.006617542244
616	0.006604544381
617	0.006587281216
618	0.006567408134
619	0.006546822887
620	0.006521163494
621	0.006498366082
622	0.006471388149
623	0.006445237901
624	0.006421818628
625	0.006413624835
626	0.006401812368
627	0.006393121226
628	0.00638093153
629	0.006370616993
630	0.006335617419
631	0.006325127732
632	0.006307205993
633	0.006281308077
634	0.006273431752
635	0.006258070557
636	0.006236274341
637	0.006215786306
638	0.00619886613
639	0.006170631533
640	0.006140275956
641	0.006129180932
642	0.006121259536
643	0.006114829049
644	0.006109825052
645	0.006080856264
646	0.006060898869
647	0.006039246556
648	0.006029718321
649	0.00601879977
650	0.00600036674
651	0.005984750809
652	0.005967168914
653	0.005951529885
654	0.005935112545
655	0.005919348141
656	0.005911816093
657	0.005893129877
658	0.005877575464
659	0.005847496801
660	0.005820195756
661	0.005808574603
662	0.005802106173
663	0.005791943573
664	0.005777174442
665	0.005762282471
666	0.005747966889
667	0.005737599655
668	0.005724907552
669	0.005720499421
670	0.005703306725
671	0.005696490949
672	0.005684852103
673	0.005669954142
674	0.005648398092
675	0.005639511101
676	0.005629167762
677	0.005611386072
678	0.005602098507
679	0.005588045424
680	0.005575133948
681	0.005568573087
682	0.005554421712
683	0.005528482754
684	0.005512591441
685	0.005491328497
686	0.005473327859
687	0.00545172918
688	0.005428087019
689	0.005401876589
690	0.005389800297
691	0.005382041378
692	0.005367767847
693	0.005354168895
694	0.005344636855
695	0.005329601545
696	0.005310454854
697	0.005289605726
698	0.005278854481
699	0.005270383164
700	0.005264559874
701	0.00524489746
702	0.00523328832
703	0.00521204376
704	0.00520194646
705	0.005184856124
706	0.005158344953
707	0.005141373772
708	0.005123767787
709	0.005109253384
710	0.0050878324
711	0.005080781347
712	0.005066735762
713	0.005056242681
714	0.005048610662
715	0.005029754785
716	0.005022685189
717	0.005008677989
718	0.004990318708
719	0.004983710347
720	0.00497545488
721	0.004960664615
722	0.004947026859
723	0.004928002301
724	0.004916000396
725	0.004910497393
726	0.004905608148
727	0.004894938292
728	0.004891708325
729	0.00487815895
730	0.004864881899
731	0.004853861999
732	0.004832492883
733	0.004817751485
734	0.004812090035
735	0.004799132488
736	0.004794783825
737	0.004794747079
738	0.004794691578
739	0.004794714057
740	0.004794663259
741	0.004789388038
742	0.00477697607
743	0.004776986352
744	0.004776988138
745	0.004776935172
746	0.004776928793
747	0.004776894974
748	0.004776884158
749	0.004776873242
750	0.004776862469
751	0.004776875286
752	0.004776830566
753	0.004776828485
754	0.004767045557
755	0.004753886703
756	0.004753906174
757	0.004742933439
758	0.004742927723
759	0.00473719829
760	0.004737155476
761	0.004724970039
762	0.00471144761
763	0.00471144413
764	0.004693882061
765	0.004693885621
766	0.004693884787
767	0.004693853486
768	0.004693849618
769	0.004671929034
770	0.004656034304
771	0.004633909835
772	0.00462336699
773	0.00462338909
774	0.004623393859
775	0.004623380789
776	0.004614435073
777	0.00461444123
778	0.004614406865
779	0.004608949936
780	0.004608942225
781	0.004599022166
782	0.004599003124
783	0.004598998881
784	0.004589435304
785	0.004584067527
786	0.00457736472
787	0.004577306445
788	0.004577337451
789	0.004577296948
790	0.004577296948
791	0.004577296948
792	0.004577297371
793	0.004577297371
794	0.004577281657
795	0.004577281657
796	0.004577281657
797	0.004577281657
798	0.004551708915
799	0.004540533653
800	0.004523437092
801	0.004523437092
802	0.004523419007
803	0.004523422893
804	0.004515582419
805	0.004515563874
806	0.004515562259
807	0.004515536513
808	0.004515528857
809	0.004515535242
810	0.004515527139
811	0.00451550634
812	0.00451550971
813	0.004506594767
814	0.004506557253
815	0.004506530863
816	0.004506520371
817	0.004489751568
818	0.004489728461
819	0.004477201883
820	0.004477163319
821	0.004477163319
822	0.004477163319
823	0.004477163319
824	0.004477166382
825	0.004465373554
826	0.004459922913
827	0.004441275168
828	0.004425373256
829	0.004414281207
830	0.004400355813
831	0.004400339988
832	0.00439139722
833	0.004375127721
834	0.00436503668
835	0.004354425361
836	0.004344982701
837	0.004336601118
